WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D0837232,Display screen or a portion thereof with graphical user interface,20170117,20190101,Robertus Christianus Elisabeth Mariet;Brian Douglas Cullinane;Manuel Christian Clement,Waymo LLC,1404,654415;D342474;D394092;5823666;D410606;6038496;D424488;D425499;D440924;6349616;6373472;D472858;D485518;6703999;D500766;6937165;6961644;D514041;D514485;D523441;D525573;7091839;7119290;D534465;D536288;7236089;D549721;D549722;7262375;D561193;D564952;D564953;D568336;D569773;7382236;D586353;D591305;D593107;D599375;D601570;D603417;D603867;D606091;D606914;7663533;D611952;7703570;D615096;7915546;7982630;8040253;D650798;D654415;D659158;D667432;D667842;8384532;D677271;D681660;D681669;D683363;D683366;8446265;D683756;D684190;D690737;D691635;D693368;8676431;D702717;D702725;D704736;D708217;D709090;D709092;D709093;D711910;8818608;D729273;D729274;D729820;D729826;D730364;D731542;D732075;D733722;D734343;D736254;D736820;D739423;D739432;D739859;D741904;D743988;D745020;D746836;D753723;D753724;D754189;D755841;D763876;D769935;D771681;9501058;9883740;2002/0162416;2003/0074158;2003/0231208;2004/0046713;2007/0179712;2009/0151506;2010/0127847;2010/0131186;2010/0168998;2011/0205044;2012/0274662;2014/0142799,"The ornamental design for a display screen or a portion thereof with graphical user interface, as shown and described."
D0837233,Display screen with graphical user interface,20170228,20190101,Kotaro Iwabuchi,"THE YOKOHAMA RUBBER CO., LTD.",1404,D443623;D538296;D540811;D541292;D677275;D677675;D714318;D726214;D753682;D754183;D755215;D755216;D759723;D760751;D762672;D770506;D783031;D788789;D788810;D789976;D797127;D800742;D805101;D806716;D806717;D807379;D819676;2013/0035941;2013/0139100,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837234,Display screen or portion thereof with transitional graphical user interface,20170525,20190101,Andrew Elder;Guan Da Wang;Jiawei Marvin Sum;Kevin Ng,PALANTIR TECHNOLOGIES INC.,1404,D393457;D395291;D397332;5809449;D415138;D428397;D429252;6169984;D442186;6256033;D454574;D462698;D473240;D521521;D534542;D543987;7305709;D572265;D572723;D576175;7505989;D597553;D599814;D599819;D640710;D650802;D656948;D656954;D664563;D665411;D665412;8238666;D667841;D673969;D677674;D677681;D681656;D683758;D684161;8473988;D685812;D687447;D687457;D688690;D690311;D693829;D693830;D693831;D694259;D694770;D694774;D695752;D696265;D697074;D704204;D704211;D705240;D705350;D711394;8812960;D714811;D714812;D715811;D716333;D716335;D719578;D719583;D720366;D721380;D725125;9043894;D731523;D734361;D735732;D740839;D741360;D741880;D746832;D746859;D749126;D749127;D749631;D751105;D751110;D751601;D757028;D765135;D776132;D797129;D801370;D805535;D806113;D807378;D814484;D814494;D814508;D817998;D820297;D822681;2002/0147728;2003/0090474;2003/0179223;2003/0208763;2005/0118996;2006/0112335;2007/0271530;2008/0148179;2008/0180394;2008/0189629;2008/0270884;2009/0013002;2009/0063980;2009/0073118;2010/0017733;2010/0026640;2010/0042939;2010/0231529;2011/0060666;2011/0102421;2011/0249073;2011/0271186;2011/0283234;2012/0030622;2012/0084467;2012/0102435;2012/0242667;2013/0007202;2013/0019172;2013/0055244;2013/0117687;2013/0185676;2013/0198671;2013/0212507;2013/0290887;2013/0305184;2014/0013254;2014/0226052;2014/0351761;2015/0012885;2015/0067598;2015/0089372;2015/0095822;2015/0128042;2015/0143279;2015/0170077;2015/0227961,"The ornamental design for a display screen or portion thereof with transitional graphical user interface, as shown and described."
D0837235,Display screen with graphical user interface,20160711,20190101,Wayne Meng,PMD Healthcare,1404,D425521;6167362;D441761;D525264;7714398;D669093;D687058;D687059;D689886;D689888;D690309;D701235;D717328;D719183;D723581;D743983;D773478;D776694;D779531;2003/0188757;2007/0048180;2012/0029376;2014/0188400;2014/0206970;2014/0316296;2017/0000397,"The ornamental design of a display screen with graphical user interface, as shown and described."
D0837236,Display screen or portion thereof with graphical user interface,20160818,20190101,Eunji Choi,"Samsung Electronics Co., Ltd.",1404,D444794;D472902;D475064;D563423;D588151;D599373;D615549;D624928;D676868;D701232;D704208;D714816;D717314;D719183;D727344;D730938;D737326;D739864;D740322;D741356;D741891;D741896;D746829;D747743;D748119;D748135;D748148;D749632;D751090;D763875;D766276;D766978;D767593;D773522;D776701;D776704;D779529;D784403;D787549;D789417;D792444;D803848;D809002;D812632;D812636;D815663;D816692;2017/0285930;2018/0174103,"I claim the ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837237,Display screen or portion thereof with graphical user interface,20161028,20190101,Keith Edmond Fraser;Brian J. Kolowitz,General Electric Company,1404,D589524;D734773;D738905;D772249;D772250;D801381;D803239;2014/0343628;2017/0083220,"The ornamental design for a display screen or portion thereof with graphical user interface, substantially as shown and described."
D0837238,Display screen with graphical user interface,20161121,20190101,Jason A. Spector,"Teletracking Technologies, Inc.",1404,D726736;D752604;D768677;D769899;D770478;D773516;D775644;D777733;D777757;D792446;D799535;D815135;D816695;2013/0281207;2014/0052615;2014/0325360;2016/0139752,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837239,Digital camera display panel with transitional graphical user interface,20170105,20190101,Nanae Sakuma,FUJIFILM Corporation,1404,D401230;D415134;D552114;D599358;D599361;D650789;D730369;D731543;D732572;D744528;D760271;D765099;D766923;D769297;D770506;D816097;D823886;2007/0067740;2009/0031235;2010/0058228;2010/0091110;2010/0194763;2012/0151344;2014/0282208;2014/0293070;2016/0080205,"The ornamental design for a digital camera display panel with transitional graphical user interface, as shown and described."
D0837240,Display screen with graphical user interface,20170302,20190101,Wouter Van Tricht,The Procter & Gamble Company,1404,D405776;D454140;D480401;D577364;D611950;D665407;D682298;D683755;D687842;D694778;D699262;D701233;D715315;D715820;D718779;D719186;D720765;D732062;D733175;D736808;D739864;D746849;D754176;D754690;D757032;D758386;D760738;D763884;D769288;D770515;D771690;D777744;D783658;D785640;D795893;D803250;D810116;9892118;D822034;D822692;10033831;2015/0169505;2016/0267440;2016/0342290;2017/0123390;2017/0134878,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837241,Display screen or portion thereof with interactive graphical user interface,20170320,20190101,Edsel Vincent Dilag;Sirisha Naga Lakshmi Yenigalla,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D807910;D816708;D816709;D817346;D819681;D820296;D822691;D822701;D823887;2006/0161858;2017/0201850;2018/0188903,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837242,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D816708;D816709;D817346;D819646;D820881;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837243,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;D812627;D815142;D816708;D816709;D817346;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837244,Display screen or portion thereof with interactive graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748120;D748121;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;9892446;D812627;D815142;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with interactive graphical user interface, as shown and described."
D0837245,Display screen or portion thereof with graphical user interface,20170327,20190101,Amy Kuo;Rong Chen,"VUDU, INC.",1404,D558211;D558212;D588153;D595309;D630646;D630647;D642589;D645051;D652425;D656950;D664985;D667425;D711401;D714339;D715317;D717326;D717332;D726198;D727334;D727336;D731538;D734767;D739429;D748116;D748121;D748120;D749608;D753140;D753703;D753706;D753710;D756370;D759072;D760275;D763299;D763890;D767591;D769293;D769934;D771642;D775638;D776136;D780194;D784400;D784401;D785009;D785647;D791819;D792448;D792449;D792451;D792889;D793415;D795892;D799506;D801981;D802011;D803232;D803248;D803850;D805088;D806090;D807389;9892446;D812627;D815142;D819646;D819687;D820277;D820867;D820881;2011/0252446;2016/0132203;2017/0199631;2017/0201850,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837246,Display screen or portion thereof with animated graphical user interface,20170412,20190101,Charles Espeleta;Jeannie Yang;Oscar Corral;Jonathan Moody;Ran Xie;Jeffrey C. Smith;Robert Hamilton,"Smule, Inc.",1404,D552619;D603421;D604325;D619145;D619593;D650392;D650789;D656952;D656954;D663743;D690217;D695783;D716334;D726743;D748668;9285972;D753151;D753177;D753677;D760740;D763310;D766961;D766967;D768188;D769317;D776674;D781309;D781905;D782530;D790570;D799503;D799508;D803888;D810121;D815142;D817348;D819065;D819646;D819666;D819684;2005/0229102;2009/0276724;2014/0040009;2015/0135119;2016/0171741;2016/0364248,"The ornamental design for an display screen or portion thereof with animated graphical user interface, as shown and described."
D0837247,Display screen or portion thereof with transitional graphical user interface,20170725,20190101,Eunsil Lim;Younjung Kim;Hayoung Kim;Jieun Yang;Yeonjoo Jwa,"Samsung Electronics Co., Ltd.",1404,5634100;6621508;D525984;D592672;D626134;D631060;D652050;8341557;D701235;D701522;D709521;D712916;D726735;D736815;D741881;D749107;D761838;D773510;D777742;D781327;D785003;D789419;D794054;9830049;D812636;2008/0276200,"We claim the ornamental design for a display screen or portion thereof with transitional graphical user interface, as shown and described."
D0837248,Display screen with a graphical user interface for compressed insurance exploration menu,20170825,20190101,Brittany Boyer;Erin Barthold;Brian Marczak;Lisa Rossi;Mark-Anthony Rowland;Ben Z. Schoer;Eva Story;Laura Anne Uphoff,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,1404,D511346;D586356;D601572;D688263;8819241;D733735;D735224;D752616;D753157;D773506;D781888;2007/0083418;2015/0052498,"The ornamental design for a display screen with a graphical user interface for compressed insurance exploration menu, as shown and described."
D0837249,Display screen with a graphical user interface for expanded insurance exploration menu,20170825,20190101,Erin Barthold;Brittany Boyer;Brian Marczak;Lisa Rossi;Mark-Anthony Rowland;Ben Z. Schoer;Eva Story;Laura Anne Uphoff,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,1404,D680125;D688688;D710874;D755830;D770475;D772906;D821435;2011/0047135;2014/0123004;2014/0189574;2015/0127473;2015/0188720;2015/0212684,"The ornamental design for a display screen with a graphical user interface for expanded insurance exploration menu, as shown and described."
D0837250,Display screen or portion thereof with graphical user interface,20170925,20190101,Jonathan Dascola;Richard Dellinger;Alan C. Dye;Christopher Foss;David C. Graham;Jonathan P. Ive;Stephen O. Lemay;Jennifer Patton,Apple Inc.,1404,3877729;D534179;D540811;D542804;D544879;D544880;D550235;D542807;D632700;D636400;D648741;D653259;D657378;D659160;D661312;D669092;D669496;D686218;D687842;D696677;D702713;D708632;D726739;D729270;9104288;D740839;D743440;D745024;D746858;D747327;D749608;D750097;D750644;D753682;D755212;D761816;D762685;D765689;D767595;D768668;D772922;9529491;D775649;D775656;D776692;D778920;D782523;D789402;D796526;D798333;D803865;D808406;D810762;D811433;D813243;D816702;D822040;2013/0293589;2014/0320516;2015/0169057;2015/0301697;2016/0342290,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837251,Display screen with graphical user interface,20170927,20190101,Justin Torrento;Hafeez Raji,"ADP, LLC",1404,5136690;5623590;5812654;5850531;6104410;6271845;D504440;D517435;D553631;7376739;D586361;D586362;D586363;D621846;D696680;D709958;D712428;D740842;D752085;D755195;D755199;D765673;D777740;D788809;D798892;2005/0188333;2008/0168347;2011/0298805;2012/0054653;2014/0282208,"The ornamental design for a display screen with graphical user interface, as shown and described."
D0837252,Display screen or portion thereof with graphical user interface,20171129,20190101,Eric Jason Sanchez;Richard Christopher Low;Jan Schroeder;Tara Jean Williams,"GrowPath, Inc.",1404,D593114;8446624;D689081;D694259;D711413;D766257;D767591;D786889;9703985;9785312;D816094;D822699;D826972;D827656;D828373;D828374;D828844;D831063;2015/0212714;2018/0024981,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837253,Display screen or portion thereof with graphical user interface,20171129,20190101,Richard Christopher Low;Tara Jean Williams,"GrowPath, Inc.",1404,D297243;D538815;D538816;D538817;D538818;7437433;D585905;7751093;D671952;D680548;D684172;D692908;D694259;9021391;D741876;D768174;D789387;9703985;D798890;9785312;D804500;D814489;D824402;D827656;2010/0037172;2015/0121147;2015/0212714;2018/0247243,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837254,Display screen or portion thereof with a graphical user interface,20180604,20190101,Nathan Gardner;Matthew B. Chadbourne;Rachel Wolthuis,"MX TECHNOLOGIES, INC.",1404,5903255;D456028;1216008;D606081;D606083;D606089;D622733;D740847;D746303;D752084;D772928;D775198;D777201;D779546;D800741;D800742;D801990;D816693;D819679;D825601;D825602;D825607;D826973;D829756;D829757;2004/0217983;2011/0047491;2013/0212535;2014/0059431;2014/0282188;2015/0082224;2015/0128049,"The ornamental design for a display screen or portion thereof with a graphical user interface, as shown and described."
D0837255,Display panel or portion thereof with a graphical user interface,20170426,20190101,Natalia Lucas;Molly Grupka;Bushra Ali;Elizabeth Thebaud,CNH Industrial America LLC,1404,6177941;D593576;D656946;D658196;D693835;D706795;D714815;D715823;D728595;D732054;D740310;D748132;D756392;D759052;D772252;D774076;D776150;D779544;D788143;D790583;D801376;D805537;D805543;D806106;D806112;2013/0267793;2015/0286349,"The ornamental design for a display panel or portion thereof with a graphical user interface, as shown and described."
D0837256,Display panel or screen with an animated graphical user interface,20150825,20190101,George Arriola;George Williams;Carsten Schwesig;Corianda Rocklein;Michael Bauerly;Kenichi Yamaura;Keisuke Yanagisawa;Kou Kusanagi,SONY CORPORATION,1404,D555664;D609715;D624932;D637606;D640283;D642192;D664553;D664975;D666625;D675638;D682874;D687056;D690320;D691173;D695776;D699751;D701518;D701527;D705250;D707249;D715831;D716337;D716338;D718781;D721722;D735236;D735753;D736244;D738909;D739871;D745028;D746834;D758421;D761302;D761802,"The ornamental design for a display panel or screen with an animated graphical user interface, as shown and described."
D0837257,Display screen or portion thereof with graphical user interface set,20161212,20190101,Xinyu Wen;Marc Knuth;Ryan Rattenborg;Brandon Klotz;Chad Brekke;Mike Rudzinski,Caterpillar Inc.,1404,5870092;5898434;D469442;D479531;6880132;D519515;D553146;7386799;7479949;7543245;7581195;D606560;D622283;D661702;D664992;D665418;D665419;D705250;D718781;D720770;D720771;D721722;D724610;D725670;D726201;9208592;D754716;D755856;9507503;9513930;9778818;9898526;D813880;D813881;2004/0100479;2010/0023858;2011/0107223,"The ornamental design for a display screen or portion thereof with graphical user interface set, as shown and described."
D0837258,Display screen or portion thereof with graphical user interface,20180115,20190101,Heonwoo Lee;Hanna Kim;Jaemin Jung,"SAMSUNG ELECTRONICS CO., LTD.",1404,D436599;D604327;D683359;D706814;D708203;D709917;D736247;D740300;D757056;D757102;D759666;D759693;D760745;D762671;D763309;D766282;9471216;D776152;D777762;D785013;D786897;D786917;D794048;D794055;D796527;D796528;D797123;D797124;D797125;D800779;D804508;D806751;D807398;D807399;D807898;D810114;D815666;D819685;2004/0141010;2014/0258110,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837259,Display screen having a graphical user interface or portion thereof,20161128,20190101,Ivan Loughlen;Melissa Leigh Allen-Arredondo;Ivy Cunningham;Jeff Gelfuso;Samuel Stevens Heyworth;Hannah McClellan Richards;Avani Parakh;Brett David Tracy;Liza Marie Walsh;Heather Zorn,"Amazon Technologies, Inc.",1404,D414176;D415483;D440575;D459361;D468322;D499740;D525632;D528124;D578134;D582426;D636402;D655210;D660316;D671136;D677326;D678894;D678898;D682294;D682295;D682864;D693844;D715813;D722614;D726202;D727960;9021396;D759091;D761807;D775654;D787550;9716680;D801373;D801996;D802607;2017/0201850,"The ornamental design for a display screen having a graphical user interface or portion thereof, as shown and described."
D0837260,Display screen or portion thereof with icons,20170222,20190101,Hyun Yeul Lee;Anukam Edward Opara;Youngseong Kim;Hyosang Bang;Jeewon Lee;Insheik Martin Jung;Yongchae Jung,"SAMSUNG ELECTRONICS CO., LTD.",1404,4901221;D545837;D665409;D747347;D758380;D802623;D803880,"The ornamental design for a display screen or portion thereof with icons, as shown and described."
D0837261,Display screen or portion thereof with icon,20160603,20190101,Lee D. Kaplan;Brent Saiontz;Louis Hyman;Eric Stepansky,"TELEPORT MED, LLC",1404,D396458;D545842;D546836;D554665;D582940;D593111;D627789;D633525;D646696;D667450;D668674;D684180;D687455;D691157;D694262;D701519;D703688;D704738;D712421;8825786;D715322;D717339;D725677;D737849;D743994;D746320;D752607;D753670;D755241;D757047;D760272;D761869;D765684;D766935;D768685;D769884;D770488;D771061;D774069;D774518;D775143;D777195;D779526;D780769;D786930;2007/0022157;2008/0307360;2009/0265657;2010/0058244;2010/0332518;2011/0320221;2012/0170721;2012/0179988;2013/0187780;2013/0267793;2013/0325990;2015/0046861;2015/0046877;2015/0067585;2015/0113473;2016/0048319;2016/0092064,"We claim the ornamental design for a display screen or portion thereof with icon, as shown and described."
D0837262,Display screen or portion thereof with graphical user interface,20180424,20190101,Heon Woo Lee;Miyeon Park;Yongman Park;Jakyoung Lee;Hyerim Kwak;Soyoung Lee,"SAMSUNG ELECTRONICS CO., LTD.",1404,D617804;D644242;D644243;D669497;D676060;D690717;D699251;D701879;D703692;D709917;D739872;D739878;D741901;D746327;D746857;D746866;D748673;D750644;D752061;D754736;D756401;D757746;D761277;D761812;D761840;D761857;D762671;D765101;D766308;D768713;D769312;D769889;D773531;D776152;D777200;D777735;D777762;D777778;D780781;D781878;D783633;D783652;D784369;D784370;D785013;D791830;D794048;D794055;D796527;D797123;D797124;D797125;D800779;D801381;2007/0136679;2012/0096383;2012/0124520;2015/0309714;2015/0348029;2016/0011850,"The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described."
D0837172,Collaboration unit,20170926,20190101,Linn Tale Haugen;Simen Andresen,"Cisco Technology, Inc.",1403,D520494;D526309;D555633;D562801;D589929;D629388;D654907;D655274;D692858;D710823;D711852;D715769;D731573;D738860;D742845;D743373;D744982;D754104;D756322;D756961;D766876;D773420;D793362;2017/0094222,"The ornamental design for a collaboration unit, as shown and described."
D0837173,Freestanding collaboration endpoint,20171017,20190101,Andre Lyngra;Lars Torbjørn Ormvold;Stian Akre,"Cisco Technology, Inc.",1403,D434738;D439225;D471189;D486915;D541267;D559210;D559211;D583781;D599755;D615514;D635942;D651185;D653245;D655279;8286977;8300078;D671083;8542264;D709842;D718260;D718264;D718730;D720315;D720317;D732496;D739364;D742845;D756322;D780750;2003/0058372;2010/0148458;2013/0083155,"The ornamental design for a freestanding collaboration endpoint, as shown and described."
D0837174,Mobile phone,20161017,20190101,Sharim Choe;Sanghyun Choi,LG ELECTRONICS INC.,1403,D581384;D592628;D627782;D639763;D645441;D661277;D676400;D681591;D687404;D687795;D697493;D701192;D706234;D731453;D740247;D743366;D746245;D766201;D783557;D803176;D807853;D813186;D817912;D820833;D820836;2012/0238334,"The ornamental design for a mobile phone, as shown and described."
D0837175,Mobile phone,20161017,20190101,Hyunggon Ryu;Minsun Park;Woonlee Park;Kyubong Choi,LG ELECTRONICS INC.,1403,D571762;D600690;D615522;D623183;D627782;D629779;D633882;D661277;D676440;D687404;D687795;D697493;D700902;D701191;D701192;D701847;D721342;D743366;D758333;D760680;D806705;D815633;D820833;2011/0081953;2012/0238334,"The ornamental design for a mobile phone, as shown and described."
D0837176,Mobile phone,20161017,20190101,Kyubong Choi,LG ELECTRONICS INC.,1403,D583346;D595712;D625284;D645441;D716253;D717262;D721671;D721680;D722035;D722036;D722037;D730310;D737238;D737794;D760218;D768594;D769209;D777130;D777698;D778869;D784322;D788103;D788735;D798260;D815612;2011/0195752,"The ornamental design for a mobile phone, as shown and described."
D0837177,Electronic device,20170323,20190101,Chen Cui;Xiangrong Zhang;Miika Johannes Mahonen,"Samsung Electronics Co., Ltd.",1403,D670260;D675586;D697889;D720731;D789317;D793984;D795213;D797697;D801297;D801322;D810727;D812585;D814456;D816055;D820800;D821348;2017/0133746;2017/0142239,"We claim the ornamental design for an electronic device, as shown and described."
D0837178,Baby monitor,20171021,20190101,Qingcao Gan,"SHENZHEN VALUELINK E-COMMERCE CO., LTD.",1403,D410205;D414090;D440899;D465469;D538245;D661681;D662075;D666575;D668239;D716753;D763220;D763817,"A new, original, ornamental design for a baby monitor, as shown and described."
D0837179,Baby monitor,20171021,20190101,Qingcao Gan,"SHENZHEN VALUELINK E-COMMERCE CO., LTD.",1403,D440899;D538245;D637174;D665767;D666576;D668239;D740781;D763220;D763817;D789905;D795833;D818985;D823277,"A new, original, ornamental design for a baby monitor, as shown and described."
D0837180,Communicator,20170517,20190101,Christopher Anthony Silva,KOVACORP,1403,D103532;D132743;D185798;D203596;D213050;D218430;D218435;D221381;D243024;D243536;D250589;D251247;D252948;D253651;D255032;D273581;D274518;D274707;D279471;D280097;D285681;D288318;D305121;D307273;D313363;D313416;D314962;D323894;D325202;D327264;D332100;D332833;D338632;D338843;D339540;D344466;D344906;D345314;D348410;D349699;D349863;D356797;D358153;D372435;D376330;D378753;D380973;D385209;D386495;D390553;D392636;D394653;D399203;D413541;D424464;D427315;D434991;D440562;D468287;D484867;D500297;D516446;D521985;D527370;D557351;D568194;D569981;D604418;D628926;D661680;D661682;D709780;D710228;D710229;D710230;D729093;D769757;2016/0330556,"I claim, the ornamental design for a communicator, as shown and described."
D0837185,Speaker,20151021,20190101,Andreas Enqvist,Zound Industries International AB,1403,D584287;D597064;D718277;D758344;D766875,"The ornamental design for a speaker, as shown and described."
D0837186,Audio signal processor,20171024,20190101,Hiroki Nishioka,YAMAHA CORPORATION,1403,D347844;D349702;D373589;D529479;D564996;D565537;D594846;D617306;D626954;D739375;D754096;D801298;D807857,"The ornamental design for an audio signal processor, as shown and described."
D0837187,Loudspeaker cabinet,20170118,20190101,Michael D. Kasten;Michael P. Carpenter,Robert Bosch GmbH,1403,D359286;D394263;D439237;D502460;D565549;D568293;D568294;D591724;D595693;D609216;D637580;D638400;D642555;D657343;D659676;D682250;D682255;D691591;D691592;D692865;D695269;D695717;D701853;D705191;D710332;D710827;D711854;D733680;D734697;D741795;D752015;D762192;D764444;D776086,"We claim the ornamental design for a loudspeaker cabinet, as shown and described in the figures."
D0837188,Antenna,20170807,20190101,Ruidian Yang,SHENZHEN ANTOP TECHNOLOGY LIMITED,1403,D339352;5313218;5696372;D537445;D547754;7265718;7439926;D590379;D612371;D618240;D623175;D642173;D656131;D664126;D665385;D751535;D754641;D758999;D788746;D806689;2008/0291345,"The ornamental design for an antenna, as shown and described."
D0837189,Electronic device,20170322,20190101,Chen Cui;Xiangrong Zhang;Miika Johannes Mahonen,"Samsung Electronics Co., Ltd.",1403,D701851;D731481;D737814;D755748;D761773;D768637;D783602;D791099;D791139;D797697;D800716;D801297;D801322;D803177;D803209;D806705;D809495;D810727;D813215;D816649;D820800;D821348;2017/0069956;2017/0117614;2017/0133746;2017/0141469;2017/0187851;2017/0194694;2018/0006361;2018/0017995;2018/0098448;2018/0109659,"We claim the ornamental design for an electronic device, as shown and described."
D0837190,Electronic device,20170515,20190101,Miika Johannes Mahonen;Xiangrong Zhang;Chen Cui,"Samsung Electronics Co., Ltd.",1403,D701851;D731481;D737814;D755748;D761773;D768637;D783602;D791099;D791139;D797697;D800716;D801297;D801322;D803177;D803209;D806705;D809495;D810727;D813215;D816649;D820800;D821348;2017/0069956;2017/0117614;2017/0133746;2017/0141469;2017/0187851;2017/0194694;2018/0006361;2018/0017995;2018/0098448;2018/0109659,"We claim the ornamental design for an electronic device, as shown and described."
D0837191,Electronic device,20170515,20190101,Miika Johannes Mahonen;Xiangrong Zhang;Chen Cui,"Samsung Electronics Co., Ltd.",1403,D701851;D731481;D737814;D755748;D761773;D768637;D783602;D791099;D791139;D797697;D800716;D801297;D801322;D803177;D803209;D806705;D809495;D810727;D813215;D816649;D820800;D821348;2017/0069956;2017/0117614;2017/0133746;2017/0141469;2017/0187851;2017/0194694;2018/0006361;2018/0017995;2018/0098448;2018/0109659,"We claim the ornamental design for an electronic device, as shown and described."
D0837192,Enclosure for an electronic communications device,20150629,20190101,David E. Chaney;Timothy R. Fitch;Qiurong Ma,"Hand Held Products, Inc.",1403,D280674;D325471;D337435;5554822;5574625;5586002;5625534;6000607;6304459;6637661;6679425;6944782;7123487;D588088;D588146;D593319;D603602;D608781;7688580;D624114;D624115;D638012;D659138;D659564;D665735;D667823;D670278;D672386;D678936;D696234;8632004;8662905;D710343;D712890;8827725;D716285;D719166;D719950;D728551;D733112;9107484;D748085;D754114;D754650;D768617;D772208;D781833;D784976;9721125;2001/0003071;2007/0146985;2008/0132289;2009/0009945;2013/0237290;2013/0264234;2014/0191644;2017/0187411;2017/0215293,"The ornamental design for an enclosure for an electronic communications device, as shown and described."
